title,author,num_pages,average_rating,ratings_count,text_reviews_count,publisher,publication_date,isbn,adult,art,audiobook,biography,business,childrens,classics,comics,comedy,contemporary,culture,food_and_drink,crime,fantasy,fiction,sexuality_and_gender,literature,graphic_Novels,historical,history,horror,magna,memoir,music,mystery,nonfiction,paranormal,philosophy,poetry,psychology,religion,romance,science,science_fiction,self_help,suspense,spirituality,sports,thriller,travel,young_adult
A Year in the Life of William Shakespeare: 1599,James Shapiro,333,4.09,2330,252,Harper Perennial,6/13/2006,0060088745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,105,4.05,755,94,Grosset & Dunlap,12/28/2006,0448439042,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planet of the Apes,Pierre Boulle/Xan Fielding,192,3.95,88,14,Wings,6/6/2000,0517209489,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Planet of the Apes: Colony,William T. Quick,288,3.62,24,1,HarperEntertainment,3/25/2003,0060086211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Planet of the Apes  Volume 1: Old Gods,Ian Edginton,80,2.62,8,2,Dark Horse Comics,3/5/2002,1569716684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planet of the Apes: The Fall,William T. Quick,288,2.92,53,2,HarperEntertainment,6/4/2002,0060086203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,0,3.0,10,2,Ballantine Books,4/12/1976,0345251679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,183,3.33,12,1,Ballantine Books,6/1/1976,0345251229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Planet of the Apes: The Human War,Ian Edginton,72,3.28,1,1,Titan Books Ltd,7/27/2001,184023380X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,158,3.66,461,10,Award Books,6/1/1973,0891901639,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
World War Z: An Oral History of the Zombie War,Max Brooks,342,4.01,370331,20582,Crown,9/12/2006,0307346609,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The War of the Worlds,H.G. Wells/Arthur C. Clarke,192,3.82,196425,4549,Modern Library,3/12/2002,0375759239,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Second World War: A Complete History,Martin  Gilbert,928,4.2,919,44,Holt McDougal,6/1/2004,0805076239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Short History of World War II,James L. Stokesbury,416,3.95,472,41,William Morrow Paperbacks,1/1/1980,0688085873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,0,4.14,45,1,Random House Value Publishing,6/24/1987,0517052253,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Best Science Fiction Stories of H. G. Wells,H.G. Wells,320,3.84,60,4,Dover Publications,11/24/2011,0486215318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Invisible Man,H.G. Wells,208,3.64,333,23,Scholastic Paperbacks,9/1/2004,0439574277,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,256,4.11,191128,4802,Signet,7/1/2001,0451528018,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,5,4.11,135,20,Naxos Audiobooks,3/30/2005,9626343346,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,272,4.11,66,7,Candlewick Press,8/22/2006,0763630640,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,237,4.51,33,1,Abdo Publishing Company,1/1/2005,1596792507,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,320,4.01,7653,90,Hachette Books,11/14/2006,1401301959,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,336,4.07,4296,51,Hachette Books,11/3/2004,1401301940,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Lake of Souls (Cirque du Freak #10),Darren Shan,272,4.18,18536,350,Little  Brown Books for Young Readers,9/6/2006,0316016659,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,169,4.01,41589,4153,Scholastic Paperbacks,6/1/2001,0439286069,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,372,3.82,4748,597,Penguin Books,7/30/2002,0142002267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vampire Mountain (Cirque Du Freak  #4),Darren Shan,208,4.16,26461,587,Little  Brown Young Readers,9/1/2003,0316905747,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,383,4.21,19217,271,Albury Publishing,1/15/1999,1577780728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trials of Death (Cirque Du Freak  #5),Darren Shan,202,4.25,24590,525,Little  Brown Books for Young Readers,1/18/2008,0316000957,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,320,4.12,492,32,FaithWords,10/5/2005,0446695602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,371,3.17,139,25,Thunder's Mouth Press Books,12/29/2006,1560258012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,336,3.88,210,18,University of Chicago Press,5/15/1990,0226063127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,184,4.06,591,29,Bethany House Publishers,11/1/2001,1577782089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,144,4.06,31,1,Watson-Guptill Publications,6/1/2004,0823016625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Freaks,Andre Duza,390,3.69,55,7,Deadite Press (Eraserhead Press),4/20/2006,0976249871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,184,3.55,112,9,Dr. Master Productions Inc.,7/1/2005,1588993000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,234,4.03,1458,175,Seven Stories Press,5/2/2006,1583227202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,222,3.72,8410,751,Anchor Books,9/12/2006,0767916034,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,288,3.51,49042,4140,Citadel,1/1/2006,0806527285,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holidays on Ice,David Sedaris,134,3.92,3590,251,Back Bay,11/1/1998,0316779237,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,256,4.21,11841,1766,Lyons Press,4/1/2006,1592289444,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Long Walk,Richard Bachman/Stephen King,370,4.11,94303,4453,Signet,4/1/1999,0451196716,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,6,4.33,79,16,Little  Brown & Company,12/1/2004,1586216880,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,128,3.45,56,11,Roberts Rinehart Publishers,7/1/1994,1879373564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,496,3.99,1278,207,Bantam Press,4/1/2004,0553813536,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,447,3.99,283,37,Doubleday,3/3/2003,0385602731,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,224,4.05,977,71,Vintage,3/12/1964,0394705122,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Dickens as a Legal Historian,William Holdsworth,166,4.0,4,2,Lawbook Exchange  Ltd.,2/1/2010,1886363064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,498,3.89,37,5,University of Chicago Press,11/19/1979,0226348180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,169,3.29,24,2,Bedford Books,1/1/1999,0312182627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,26,3.78,354,135,Books on Tape,12/13/2005,1415929017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,320,3.93,4040,259,Broadway Books,1/7/2003,140004684X,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
In a Dry Season (Inspector Banks  #10),Peter Robinson,480,4.13,6193,355,Avon,7/3/2000,0380794772,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,336,4.3,47,8,East Bay Municipal Utility District,5/1/2004,0975323113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,504,4.24,819,31,National Geographic Society,10/1/2004,079227363X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portrait Photographer's Handbook,Bill Hurter,128,3.62,16,1,Amherst Media  Inc.,9/28/2004,1584281405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portrait in Death (In Death  #16),J.D. Robb,354,4.39,142,9,Piatkus Books,12/1/2005,0749934425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,124,3.38,51,0,Amherst Media,7/1/2004,1584281340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Portrait de Dorian Gray,Oscar Wilde/Michel Etienne/Daniel Mortier,345,4.08,47,3,Pocket,6/4/1998,2266082655,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,51,4.08,85,2,Express Publishing,10/10/1999,1842161903,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,462,4.08,171,13,W. W. Norton & Company,1/1/1988,0393955680,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,517,4.08,663,52,W. W. Norton & Company,8/1/2006,0393927547,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,229,4.08,1089,78,Oxford University Press  USA,11/1/2006,0192807293,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,265,3.95,68,6,Columbia University Press,6/22/2000,0231121253,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Technical Manual and Dictionary of Classical Ballet,Gail Grant,176,4.38,393,27,Dover Publications,6/1/1982,0486218430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,333,4.35,524,40,Touchstone,10/11/2005,074326407X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ballet Class,John         Green/Caroline Denzler,48,3.77,13,0,Dover Publications,7/2/1997,0486296385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,208,4.01,238,10,William Morrow Paperbacks,1/13/1997,0688152023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
The Illustrated Book of Ballet Stories (with CD),Barbara  Newman/Gill Tomblin/Darcey Bussell,64,4.18,64,5,DK Children,6/14/2000,0789460971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,144,4.07,155,14,Grosset & Dunlap,1/13/2005,0448435365,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,144,4.06,130,4,Grosset & Dunlap,5/5/2005,0448437694,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Barefoot Book Of Ballet Stories,Jane Yolen,96,4.21,1,0,Barefoot Books,9/1/2004,1841482641,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,144,3.92,93,8,Grosset & Dunlap,8/3/2006,0448442515,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,560,4.0,203,12,Anchor,5/20/1975,0385033982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ballet for Dummies,Scott Speck/Evelyn Cisneros,348,4.01,78,6,For Dummies,10/3/2003,0764525689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time for Ballet,Adèle Geras/Shelagh McNicholas/Adèle Geras,32,3.72,69,13,Dial,3/30/2004,0803729782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,368,3.53,17,0,Routledge,8/11/2002,0415942578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelina's Ballet Class,Katharine Holabird/Helen Craig,24,3.88,73,1,Grosset & Dunlap,1/19/2006,044844013X,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Francisco Ballet at Seventy-Five,Janice Ross/Allan Ulrich/Brigitte Lefevre,188,4.33,6,1,Chronicle Books,11/12/2007,0811856984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ballet and Modern Dance,Susan Au,224,3.74,53,6,Thames  Hudson,6/17/2002,0500203520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teaching Classical Ballet,John               White,200,4.47,15,1,University Press of Florida,4/20/1996,081301395X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,160,3.69,41,2,Starcatcher Press,9/1/2000,0970016409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,160,3.5,44,3,Starcatcher Press,9/1/2000,0970016417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,135,3.29,13,0,Scholastic,10/1/1989,0590428888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Books in My Life,Henry Miller,327,3.81,709,29,New Directions,1/17/1969,0811201082,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Smoke Jumper,Nicholas Evans,576,4.06,28769,694,Dell,7/30/2002,0440235162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
La casa de los espíritus,Isabel Allende,456,4.23,198,18,Sudamericana,9/1/2000,9500717638,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Chance Saloon,Marian Keyes,528,3.81,35784,686,HarperCollins Publishers,5/27/2003,0060086246,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anybody Out There? (Walsh Family  #4),Marian Keyes,456,3.92,348,45,William Morrow,5/9/2006,0060731303,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watermelon (Walsh Family  #1),Marian Keyes,520,3.78,65441,1233,Arrow,7/7/2005,0099489988,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel's Holiday (Walsh Family  #2),Marian Keyes,578,3.95,55525,1223,William Morrow Paperbacks,1/23/2007,0060090383,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy Sullivan Is Getting Married,Marian Keyes,640,3.77,43077,690,William Morrow Paperbacks,1/23/2007,0060090375,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
